ユニット名,"上位ユニット
完全名","ユニット
種別",位置情報,, サイズ ,,コメント,先行,"接続
種別","実行
エージェント","実行順序
制御","多重
起動","保存
世代数","優先
順位","上位のジョブネットに
依存する",有効範囲,"ジョブ
グループ名","排他
ジョブネット名","リンクする
ルール番号","開始
時刻","処理
サイクル",遅延監視,,起動条件,コマンド文
SLPRN_OSLP4787X01BU05,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4787X012,j,2,3,,,file_monitor import_monthly_sales_and_gross_profit_target_by_gdepartment,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4787X01BU05/OSLP4787X01BU05_{year}{month}{day}-*.zip -s FR_LOC_CLASS_MO_SLS_TGT_IF.csv -t 9h
SLPRN_OSLP4787X01BU06,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4787X012,j,4,3,,,file_monitor import_monthly_sales_and_gross_profit_target_by_gdepartment,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4787X01BU06/OSLP4787X01BU06_{year}{month}{day}-*.zip -s FR_LOC_CLASS_MO_SLS_TGT_IF.csv -t 9h
SLPRN_OSLP4787X01BU10,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLP01N_OSLP4787X012,j,6,3,,,file_monitor import_monthly_sales_and_gross_profit_target_by_gdepartment,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4787X01BU10/OSLP4787X01BU10_{year}{month}{day}-*.zip -s FR_LOC_CLASS_MO_SLS_TGT_IF.csv -t 9h
SLPRN_020INFB02122,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,4,11,8,10,create-store-figure-summary-by-g-department_ASIA,"SLPRN_020INFB02182
SLPRN_020INFB02222","seq
seq",,しない,n,1,,y,,,,,,,,,,
SLPRN_020INFB0212,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02122,j,1,2,,,create-store-figure-summary-by-g-department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-g-department -e BATCH_PROCESS_TARGET=""1/05"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB02122,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02122,j,3,2,,,create-store-figure-summary-by-g-department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-g-department -e BATCH_PROCESS_TARGET=""1/06"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB02123,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02122,j,5,2,,,create-store-figure-summary-by-g-department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-g-department -e BATCH_PROCESS_TARGET=""1/26"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB02124,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02122,j,7,2,,,create-store-figure-summary-by-g-department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-g-department -e BATCH_PROCESS_TARGET=""1/10"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB02132,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,2,11,8,10,create-store-figure-summary-by-season_ASIA,SLPRN_020INFB02202,seq,,しない,n,1,,y,,,,,,,,,,
SLPRN_020INFB021305,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02132,j,1,2,,,create-store-figure-summary-by-season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-season -e BATCH_PROCESS_TARGET=""1/05"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB021306,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02132,j,3,2,,,create-store-figure-summary-by-season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-season -e BATCH_PROCESS_TARGET=""1/06"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB021310,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02132,j,7,2,,,create-store-figure-summary-by-season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-season -e BATCH_PROCESS_TARGET=""1/10"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB021326,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02132,j,5,2,,,create-store-figure-summary-by-season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-season -e BATCH_PROCESS_TARGET=""1/26"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB02142,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,6,11,8,10,create-store-figure-summary-by-sales-sum_ASIA,SLPRN_020INFB02162,seq,,しない,n,1,,y,,,,,,,,,,
SLPRN_020INFB0214,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02142,j,1,2,,,create-store-figure-summary-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-sales-sum -e BATCH_PROCESS_TARGET=""1/05"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB02142,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02142,j,3,2,,,create-store-figure-summary-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-sales-sum -e BATCH_PROCESS_TARGET=""1/06"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB02143,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02142,j,5,2,,,create-store-figure-summary-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-sales-sum -e BATCH_PROCESS_TARGET=""1/26"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB02144,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02142,j,7,2,,,create-store-figure-summary-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-store-figure-summary-by-sales-sum -e BATCH_PROCESS_TARGET=""1/10"" -e TERM_TYPE_TARGET=""monthly"""
SLPRN_020INFB02162,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,6,7,8,10,create-monthly-sales-and-inventory-result-by-sales-sum_ASIA,SLP01N_OSLP4018X012,seq,,しない,n,1,,y,,,,,,,,,,
SLPRN_020INFB0216,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02162,j,1,2,,,create-monthly-sales-and-inventory-result-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-sales-sum -e BATCH_PROCESS_TARGET=""1/05"""
SLPRN_020INFB02162,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02162,j,3,2,,,create-monthly-sales-and-inventory-result-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-sales-sum -e BATCH_PROCESS_TARGET=""1/06"""
SLPRN_020INFB02163,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02162,j,5,2,,,create-monthly-sales-and-inventory-result-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-sales-sum -e BATCH_PROCESS_TARGET=""1/26"""
SLPRN_020INFB02164,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02162,j,7,2,,,create-monthly-sales-and-inventory-result-by-sales-sum,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-sales-sum -e BATCH_PROCESS_TARGET=""1/10"""
SLPRN_020INFB02182,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,4,7,8,10,create-monthly-sales-and-inventory-result-by-g-department_ASIA,SLP01N_OSLP4016X012,seq,,しない,n,1,,y,,,,,,,,,,
SLPRN_020INFB0218,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02182,j,1,2,,,create-monthly-sales-and-inventory-result-by-g-department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-g-department -e BATCH_PROCESS_TARGET=""1/05"""
SLPRN_020INFB02182,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02182,j,3,2,,,create-monthly-sales-and-inventory-result-by-g-department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-g-department -e BATCH_PROCESS_TARGET=""1/06"""
SLPRN_020INFB02183,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02182,j,5,2,,,create-monthly-sales-and-inventory-result-by-g-department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-g-department -e BATCH_PROCESS_TARGET=""1/26"""
SLPRN_020INFB02184,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02182,j,7,2,,,create-monthly-sales-and-inventory-result-by-g-department,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-g-department -e BATCH_PROCESS_TARGET=""1/10"""
SLPRN_020INFB02202,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,2,7,8,10,create-monthly-sales-and-inventory-result-by-season_ASIA,SLP01N_OSLP4014X012,seq,,しない,n,1,,y,,,,,,,,,,
SLPRN_020INFB022005,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02202,j,1,3,,,create-monthly-sales-and-inventory-result-by-season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-season -e BATCH_PROCESS_TARGET=""1/05"""
SLPRN_020INFB022010,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02202,j,7,3,,,create-monthly-sales-and-inventory-result-by-season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-season -e BATCH_PROCESS_TARGET=""1/10"""
SLPRN_020INFB0220206,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02202,j,3,3,,,create-monthly-sales-and-inventory-result-by-season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-season -e BATCH_PROCESS_TARGET=""1/06"""
SLPRN_020INFB022026,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02202,j,5,3,,,create-monthly-sales-and-inventory-result-by-season,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-inventory-result-by-season -e BATCH_PROCESS_TARGET=""1/26"""
SLPRN_020INFB02222,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA,n,8,7,8,10,create-monthly-sales-and-gross-profit-target-by-gdepartment_ASIA,SLP01N_OSLP4787X012,seq,,しない,n,1,,y,,,,,,,,,,
SLPRN_020INFB0222,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02222,j,1,2,,,create-monthly-sales-and-gross-profit-target-by-gdepartment,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-gross-profit-target-by-g-department -e BATCH_PROCESS_TARGET=""1/05"""
SLPRN_020INFB02222,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02222,j,3,2,,,create-monthly-sales-and-gross-profit-target-by-gdepartment,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-gross-profit-target-by-g-department -e BATCH_PROCESS_TARGET=""1/06"""
SLPRN_020INFB02223,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02222,j,5,2,,,create-monthly-sales-and-gross-profit-target-by-gdepartment,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-gross-profit-target-by-g-department -e BATCH_PROCESS_TARGET=""1/26"""
SLPRN_020INFB02224,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_ASIA/SLPRN_020INFB02222,j,7,2,,,create-monthly-sales-and-gross-profit-target-by-gdepartment,,,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m create-monthly-sales-and-gross-profit-target-by-g-department -e BATCH_PROCESS_TARGET=""1/10"""
month_store_fig_summary_GU,/差分反映用_SLP/20250408/JP/SLP01N_00001,n,97,9,100,100,month_store_figure_summary_GU,"SLP01N_PARTION_ABOLISH
SLPRN_080MSTB0213","seq
seq",,しない,n,1,,y,,,,,,,,,,
SLP01N_OSLP4014X013,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU,n,2,3,60,50,monthly_sales_and_inventory_result_by_season_GU,,,pajsm21,しない,n,1,,n,,,,1,29:01:00,1日毎,,,,
SLPRN_020INFI03163,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4014X013,j,6,7,,,import_monthly_sales_and_inventory_result_by_season,SLPRN_OSLP4014E01BU63,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-season -e OUTBOUND_ID=OSLP4014X01BU63 -e BATCH_PROCESS_TARGET=""5/06"""
SLPRN_020INFI031760,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4014X013,j,2,7,,,import_monthly_sales_and_inventory_result_by_season,SLPRN_OSLP4014E01BU60,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-season -e OUTBOUND_ID=OSLP4014X01BU60 -e BATCH_PROCESS_TARGET=""5/01"""
SLPRN_020INFI031762,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4014X013,j,4,7,,,import_monthly_sales_and_inventory_result_by_season,SLPRN_OSLP4014E01BU62,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-season -e OUTBOUND_ID=OSLP4014X01BU62 -e BATCH_PROCESS_TARGET=""5/10"""
SLPRN_OSLP4014E01BU60,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4014X013,j,2,2,,,file_monitor import_monthly_sales_and_inventory_result_by_season,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4014X01BU60/OSLP4014X01BU60_{year}{month}{day}-*.zip -t 4h
SLPRN_OSLP4014E01BU62,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4014X013,j,4,2,,,file_monitor import_monthly_sales_and_inventory_result_by_season,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4014X01BU62/OSLP4014X01BU62_{year}{month}{day}-*.zip -t 4h
SLPRN_OSLP4014E01BU63,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4014X013,j,6,2,,,file_monitor import_monthly_sales_and_inventory_result_by_season,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4014X01BU63/OSLP4014X01BU63_{year}{month}{day}-*.zip -t 4h
SLP01N_OSLP4016X013,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU,n,4,3,60,50,monthly_sales_and_inventory_result_by_g_department_GU,,,pajsm21,しない,n,1,,n,,,,1,29:01:00,1日毎,,,,
SLPRN_020INFI031401,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4016X013,j,2,7,,,import_monthly_sales_and_inventory_result_by_g_department,SLPRN_OSLP4016E01BU60,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-stock-result-by-g-department -e OUTBOUND_ID=OSLP4016X01BU60 -e BATCH_PROCESS_TARGET=""5/01"""
SLPRN_020INFI0314012,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4016X013,j,4,7,,,import_monthly_sales_and_inventory_result_by_g_department,SLPRN_OSLP4016E01BU62,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-stock-result-by-g-department -e OUTBOUND_ID=OSLP4016X01BU62 -e BATCH_PROCESS_TARGET=""5/10"""
SLPRN_020INFI0314013,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4016X013,j,6,7,,,import_monthly_sales_and_inventory_result_by_g_department,SLPRN_OSLP4016E01BU63,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-stock-result-by-g-department -e OUTBOUND_ID=OSLP4016X01BU63 -e BATCH_PROCESS_TARGET=""5/06"""
SLPRN_OSLP4016E01BU60,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4016X013,j,2,2,,,file_monitor import_monthly_sales_and_inventory_result_by_g_department,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4016X01BU60/OSLP4016X01BU60_{year}{month}{day}-*.zip -t 4h
SLPRN_OSLP4016E01BU62,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4016X013,j,4,2,,,file_monitor import_monthly_sales_and_inventory_result_by_g_department,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4016X01BU62/OSLP4016X01BU62_{year}{month}{day}-*.zip -t 4h
SLPRN_OSLP4016E01BU63,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4016X013,j,6,2,,,file_monitor import_monthly_sales_and_inventory_result_by_g_department,,,pajsm21,,,,,,,,,,,,,,,ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/wait-file.sh -f DIF/{year}{month}{day}/OSLP4016X01BU63/OSLP4016X01BU63_{year}{month}{day}-*.zip -t 4h
SLP01N_OSLP4018X013,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU,n,6,3,60,50,monthly_sales_and_inventory_result_by_sales_sum_GU,,,pajsm21,しない,n,1,,n,,,,1,29:01:00,1日毎,,,,
SLPRN_020INFI0301360,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4018X013,j,2,7,,,import_monthly_sales_and_inventory_result_by_sales_sum,SLPRN_OSLP4018X01BU60,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-sales-sum -e OUTBOUND_ID=OSLP4018X01BU60 -e BATCH_PROCESS_TARGET=""5/01"""
SLPRN_020INFI0301362,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4018X013,j,4,7,,,import_monthly_sales_and_inventory_result_by_sales_sum,SLPRN_OSLP4018X01BU62,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-sales-sum -e OUTBOUND_ID=OSLP4018X01BU62 -e BATCH_PROCESS_TARGET=""5/10""
"
SLPRN_020INFI0301363,/差分反映用_SLP/20250408/JP/SLP01N_00001/month_store_fig_summary_GU/SLP01N_OSLP4018X013,j,6,7,,,import_monthly_sales_and_inventory_result_by_sales_sum,SLPRN_OSLP4018X01BU63,seq,pajsm21,,,,,,,,,,,,,,,"ssh -o StrictHostKeyChecking=no root@batch-internal.store-layout-planning.ap-northeast-1.fastretailing.com /opt/slp/exec-batch.sh -m import-monthly-sales-and-inventory-result-by-sales-sum -e OUTBOUND_ID=OSLP4018X01BU63 -e BATCH_PROCESS_TARGET=""5/06"""
